             JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
**************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2455251.500000000, A.D. 2010-Feb-24 00:00:00.0000, -1.285658687822065E+00,  1.048541406886647E+00,  5.354056609940951E-02, -8.316949180616404E-03, -9.652517985882047E-03,  1.968583544541766E-06,  9.586706201239963E-03,  1.659886723769556E+00,  3.444804830401347E-04,
2455252.500000000, A.D. 2010-Feb-25 00:00:00.0000, -1.293933965167607E+00,  1.038855077743422E+00,  5.354080293548854E-02, -8.233524812493027E-03, -9.720028983461510E-03, -1.494572917092480E-06,  9.588667828535820E-03,  1.660226369007140E+00,  3.348073084462261E-04,
2455253.500000000, A.D. 2010-Feb-26 00:00:00.0000, -1.302125576891398E+00,  1.029101571974620E+00,  5.353757770146884E-02, -8.149618690983913E-03, -9.786870809571276E-03, -4.955529356584948E-06,  9.590573542660234E-03,  1.660556333179194E+00,  3.251184478206948E-04,
2455254.500000000, A.D. 2010-Feb-27 00:00:00.0000, -1.310233043503516E+00,  1.019281559938836E+00,  5.353089267304414E-02, -8.065235361805560E-03, -9.853041107220692E-03, -8.414125577961918E-06,  9.592423254358150E-03,  1.660876600831683E+00,  3.154143714504232E-04,
2455255.500000000, A.D. 2010-Feb-28 00:00:00.0000, -1.318255890056174E+00,  1.009395714353160E+00,  5.352075028636612E-02, -7.980379356110082E-03, -9.918537526450069E-03, -1.187020551114056E-05,  9.594216877117406E-03,  1.661187156985491E+00,  3.056955471782234E-04,
2455256.500000000, A.D. 2010-Mar-01 00:00:00.0000, -1.326193646138530E+00,  9.994447102774388E-01,  5.350715313788466E-02, -7.895055195889691E-03, -9.983357723806700E-03, -1.532361456007447E-05,  9.595954327165359E-03,  1.661487987135833E+00,  2.959624442983021E-04,
2455257.500000000, A.D. 2010-Mar-02 00:00:00.0000, -1.334045845871667E+00,  9.894292250999720E-01,  5.349010398428076E-02, -7.809267406080890E-03, -1.004749936866973E-02, -1.877419410930627E-05,  9.597635523469332E-03,  1.661779077252338E+00,  2.862155389747513E-04,
2455258.500000000, A.D. 2010-Mar-03 00:00:00.0000, -1.341812027903025E+00,  9.793499385230773E-01,  5.346960574198899E-02, -7.723020518817537E-03, -1.011096014998116E-02, -2.222178001992373E-05,  9.599260387731793E-03,  1.662060413778208E+00,  2.764553135206653E-04,
2455259.500000000, A.D. 2010-Mar-04 00:00:00.0000, -1.349491735400790E+00,  9.692075325475084E-01,  5.344566148646127E-02, -7.636319065222922E-03, -1.017373777713013E-02, -2.566620697464924E-05,  9.600828844379253E-03,  1.662331983628297E+00,  2.666822491539478E-04,
2455260.500000000, A.D. 2010-Mar-05 00:00:00.0000, -1.357084516049158E+00,  9.590026914566477E-01,  5.341827445171105E-02, -7.549167565428362E-03, -1.023582997871926E-02, -2.910731358705153E-05,  9.602340820552635E-03,  1.662593774187450E+00,  2.568968183234850E-04,
2455261.500000000, A.D. 2010-Mar-06 00:00:00.0000, -1.364589922044250E+00,  9.487361018020266E-01,  5.338744803016495E-02, -7.461570525558740E-03, -1.029723450222001E-02, -3.254494409893055E-05,  9.603796246103526E-03,  1.662845773309843E+00,  2.470994820480224E-04,
2455262.500000000, A.D. 2010-Mar-07 00:00:00.0000, -1.372007510089567E+00,  9.384084523903127E-01,  5.335318577228430E-02, -7.373532441402483E-03, -1.035794910908312E-02, -3.597894630621198E-05,  9.605195053591108E-03,  1.663087969318463E+00,  2.372906953662312E-04,
2455263.500000000, A.D. 2010-Mar-08 00:00:00.0000, -1.379336841390804E+00,  9.280204342704913E-01,  5.331549138574537E-02, -7.285057804809130E-03, -1.041797156454716E-02, -3.940916757594652E-05,  9.606537178274402E-03,  1.663320351003755E+00,  2.274709179884837E-04,
2455264.500000000, A.D. 2010-Mar-09 00:00:00.0000, -1.386577481651294E+00,  9.175727407203625E-01,  5.327436873474400E-02, -7.196151109483944E-03, -1.047729963423229E-02, -4.283545165832041E-05,  9.607822558103118E-03,  1.663542907622045E+00,  2.176406204697231E-04,
2455265.500000000, A.D. 2010-Mar-10 00:00:00.0000, -1.393729001069014E+00,  9.070660672328886E-01,  5.322982183993714E-02, -7.106816852244436E-03, -1.053593109505800E-02, -4.625763903860127E-05,  9.609051133713664E-03,  1.663755628894845E+00,  2.078002786821487E-04,
2455266.500000000, A.D. 2010-Mar-11 00:00:00.0000, -1.400790974334224E+00,  8.965011115034190E-01,  5.318185487865502E-02, -7.017059529834025E-03, -1.059386374770811E-02, -4.967556977241905E-05,  9.610222848429346E-03,  1.663958505008891E+00,  1.979503640789079E-04,
2455267.500000000, A.D. 2010-Mar-12 00:00:00.0000, -1.407762980626263E+00,  8.858785734177553E-01,  5.313047218463936E-02, -6.926883636231327E-03, -1.065109541699690E-02, -5.308908507573626E-05,  9.611337648257168E-03,  1.664151526615584E+00,  1.880913412526461E-04,
2455268.500000000, A.D. 2010-Mar-13 00:00:00.0000, -1.414644603609492E+00,  8.751991550399676E-01,  5.307567824719937E-02, -6.836293659769434E-03, -1.070762394305754E-02, -5.649802818090561E-05,  9.612395481877489E-03,  1.664334684829206E+00,  1.782236701376187E-04,
2455269.500000000, A.D. 2010-Mar-14 00:00:00.0000, -1.421435431429693E+00,  8.644635605996337E-01,  5.301747771041223E-02, -6.745294078304438E-03, -1.076344717295780E-02, -5.990224617680152E-05,  9.613396300632161E-03,  1.664507971224856E+00,  1.683478058960415E-04,
2455270.500000000, A.D. 2010-Mar-15 00:00:00.0000, -1.428135056711684E+00,  8.536724964796897E-01,  5.295587537286438E-02, -6.653889358390871E-03, -1.081856295705507E-02, -6.330159024510146E-05,  9.614340058518711E-03,  1.664671377837457E+00,  1.584641994299701E-04,
